Room,Building,Equipment,PO_Link,Photo_Link,SOP_Link,Last_Calibrated,Next_Calibration_Due,Responsible_Department,Faculty_Name,Faculty_Email,AMC_Renewal_Due,Service_Due,Purchase_Date,Cost,Vendor,Warranty_Until,Funding_Source,Material_Code,Material_Description,Short_Description,Material_Type,Material_Group,Material_Category,Brand_Make,Model_Number,Vendor_Code,Purchase_UOM,Standard_Lead_Time,Contract_Reference,Valuation_Class,Account_Assignment_Category,Cost_Center,Asset_Category,Price_Control_Method,Tax_Code,HSN_SAC_Code,Inventory_Managed,Storage_Installation_Location,Maximum_Stock_Level,Serial_Number_Tracking,Shelf_Life,Delivery_Location,Approved_Vendor_List,Manufacturer_Part_Number,Material_Image,Technical_Specification,Remarks
JC404,JC Bose Block,Microscope,https://drive.google.com/file/d/1PO_EXAMPLE_076/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 4,incharge.jc404@srmap.edu.in,2026-09-30,2026-07-31,2024-04-15,316000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000076,Microscope,Microscope,Asset,Civil Engineering,Capital Asset,Thermo Fisher,MICR-176,VEN-00176,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC404,1 Nos.,Yes,Not Applicable,JC404,"ABC Technologies, XYZ Systems",THER-MICR-076,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC404,JC Bose Block,Centrifuge,https://drive.google.com/file/d/1PO_EXAMPLE_077/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 5,incharge.jc404@srmap.edu.in,2026-09-30,2026-07-31,2024-05-15,319500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000077,Centrifuge,Centrifuge,Asset,Civil Engineering,Capital Asset,Thermo Fisher,CENT-177,VEN-00177,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC404,1 Nos.,Yes,Not Applicable,JC404,"ABC Technologies, XYZ Systems",THER-CENT-077,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC404,JC Bose Block,Incubator,https://drive.google.com/file/d/1PO_EXAMPLE_078/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 6,incharge.jc404@srmap.edu.in,2026-09-30,2026-07-31,2024-06-15,323000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000078,Incubator,Incubator,Asset,Civil Engineering,Capital Asset,SRMAP Standard,INCU-178,VEN-00178,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC404,1 Nos.,Yes,Not Applicable,JC404,"ABC Technologies, XYZ Systems",SRMA-INCU-078,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC405,JC Bose Block,Spectrophotometer,https://drive.google.com/file/d/1PO_EXAMPLE_079/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 7,incharge.jc405@srmap.edu.in,2026-09-30,2026-07-31,2024-07-15,326500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000079,Spectrophotometer,Spectrophotometer,Asset,Civil Engineering,Capital Asset,Thermo Fisher,SPEC-179,VEN-00179,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC405,1 Nos.,Yes,Not Applicable,JC405,"ABC Technologies, XYZ Systems",THER-SPEC-079,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC405,JC Bose Block,Hot Plate,https://drive.google.com/file/d/1PO_EXAMPLE_080/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 8,incharge.jc405@srmap.edu.in,2026-09-30,2026-07-31,2024-08-15,330000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000080,Hot Plate,Hot Plate,Asset,Civil Engineering,Capital Asset,Thermo Fisher,HOTP-180,VEN-00180,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC405,1 Nos.,Yes,Not Applicable,JC405,"ABC Technologies, XYZ Systems",THER-HOTP-080,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC405,JC Bose Block,Magnetic Stirrer,https://drive.google.com/file/d/1PO_EXAMPLE_081/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 9,incharge.jc405@srmap.edu.in,2026-09-30,2026-07-31,2024-09-15,333500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000081,Magnetic Stirrer,Magnetic Stirrer,Asset,Civil Engineering,Capital Asset,Thermo Fisher,MAGN-181,VEN-00181,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC405,1 Nos.,Yes,Not Applicable,JC405,"ABC Technologies, XYZ Systems",THER-MAGN-081,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC405,JC Bose Block,pH Meter,https://drive.google.com/file/d/1PO_EXAMPLE_082/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 10,incharge.jc405@srmap.edu.in,2026-09-30,2026-07-31,2024-10-15,337000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000082,pH Meter,pH Meter,Asset,Civil Engineering,Capital Asset,Thermo Fisher,PHME-182,VEN-00182,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC405,1 Nos.,Yes,Not Applicable,JC405,"ABC Technologies, XYZ Systems",THER-PHME-082,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC406,JC Bose Block,Workstation PC,https://drive.google.com/file/d/1PO_EXAMPLE_083/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 11,incharge.jc406@srmap.edu.in,2026-09-30,2026-07-31,2024-11-15,340500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000083,Workstation PC,Workstation PC,Asset,Civil Engineering,Capital Asset,Dell,WORK-183,VEN-00183,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC406,1 Nos.,Yes,Not Applicable,JC406,"ABC Technologies, XYZ Systems",DELL-WORK-083,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC406,JC Bose Block,Network Switch,https://drive.google.com/file/d/1PO_EXAMPLE_084/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 12,incharge.jc406@srmap.edu.in,2026-09-30,2026-07-31,2024-12-15,344000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000084,Network Switch,Network Switch,Asset,Civil Engineering,Capital Asset,Dell,NETW-184,VEN-00184,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC406,1 Nos.,Yes,Not Applicable,JC406,"ABC Technologies, XYZ Systems",DELL-NETW-084,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC406,JC Bose Block,Server Rack,https://drive.google.com/file/d/1PO_EXAMPLE_JC406_RACK/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 1,incharge.jc406@srmap.edu.in,2026-09-30,2026-07-31,2024-01-15,347500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000085,Server Rack,Server Rack,Asset,Civil Engineering,Capital Asset,Dell,SERV-185,VEN-00185,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC406,1 Nos.,Yes,Not Applicable,JC406,"ABC Technologies, XYZ Systems",DELL-SERV-085,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC407,JC Bose Block,Arduino Kit,https://drive.google.com/file/d/1PO_EXAMPLE_086/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 2,incharge.jc407@srmap.edu.in,2026-09-30,2026-07-31,2024-02-15,351000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000086,Arduino Kit,Arduino Kit,Consumable,Civil Engineering,Consumable,SRMAP Standard,ARDU-186,VEN-00186,Nos.,15 Days,RC-2026-CIV-01,Lab Consumables,Cost Center,Civil Engineering,Not Applicable,Standard Price,GST 18%,90230090,Yes,JC407,100 Nos.,No,24 Months,JC407,"ABC Technologies, XYZ Systems",SRMA-ARDU-086,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC407,JC Bose Block,Raspberry Pi,https://drive.google.com/file/d/1PO_EXAMPLE_087/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 3,incharge.jc407@srmap.edu.in,2026-09-30,2026-07-31,2024-03-15,354500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000087,Raspberry Pi,Raspberry Pi,Asset,Civil Engineering,Capital Asset,SRMAP Standard,RASP-187,VEN-00187,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC407,1 Nos.,Yes,Not Applicable,JC407,"ABC Technologies, XYZ Systems",SRMA-RASP-087,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC407,JC Bose Block,Breadboard Set,https://drive.google.com/file/d/1PO_EXAMPLE_088/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 4,incharge.jc407@srmap.edu.in,2026-09-30,2026-07-31,2024-04-15,358000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000088,Breadboard Set,Breadboard Set,Consumable,Civil Engineering,Consumable,SRMAP Standard,BREA-188,VEN-00188,Nos.,15 Days,RC-2026-CIV-01,Lab Consumables,Cost Center,Civil Engineering,Not Applicable,Standard Price,GST 18%,90230090,Yes,JC407,100 Nos.,No,24 Months,JC407,"ABC Technologies, XYZ Systems",SRMA-BREA-088,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC407,JC Bose Block,Logic Analyzer,https://drive.google.com/file/d/1PO_EXAMPLE_089/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 5,incharge.jc407@srmap.edu.in,2026-09-30,2026-07-31,2024-05-15,361500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000089,Logic Analyzer,Logic Analyzer,Asset,Civil Engineering,Capital Asset,Keysight,LOGI-189,VEN-00189,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC407,1 Nos.,Yes,Not Applicable,JC407,"ABC Technologies, XYZ Systems",KEYS-LOGI-089,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC408,JC Bose Block,Laser Cutter,https://drive.google.com/file/d/1PO_EXAMPLE_JC408_LASER/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 6,incharge.jc408@srmap.edu.in,2026-09-30,2026-07-31,2024-06-15,365000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000090,Laser Cutter,Laser Cutter,Asset,Civil Engineering,Capital Asset,Bosch,LASE-190,VEN-00190,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC408,1 Nos.,Yes,Not Applicable,JC408,"ABC Technologies, XYZ Systems",BOSC-LASE-090,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC408,JC Bose Block,3D Printer,https://drive.google.com/file/d/1PO_EXAMPLE_091/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 7,incharge.jc408@srmap.edu.in,2026-09-30,2026-07-31,2024-07-15,368500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000091,3D Printer,3D Printer,Asset,Civil Engineering,Capital Asset,Bosch,3DPR-191,VEN-00191,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC408,1 Nos.,Yes,Not Applicable,JC408,"ABC Technologies, XYZ Systems",BOSC-3DPR-091,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC408,JC Bose Block,CNC Machine,https://drive.google.com/file/d/1PO_EXAMPLE_092/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 8,incharge.jc408@srmap.edu.in,2026-09-30,2026-07-31,2024-08-15,372000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000092,CNC Machine,CNC Machine,Asset,Civil Engineering,Capital Asset,Bosch,CNCM-192,VEN-00192,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC408,1 Nos.,Yes,Not Applicable,JC408,"ABC Technologies, XYZ Systems",BOSC-CNCM-092,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC409,JC Bose Block,Oscilloscope,https://drive.google.com/file/d/1PO_EXAMPLE_093/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 9,incharge.jc409@srmap.edu.in,2026-09-30,2026-07-31,2024-09-15,375500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000093,Oscilloscope,Oscilloscope,Asset,Civil Engineering,Capital Asset,Keysight,OSCI-193,VEN-00193,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC409,1 Nos.,Yes,Not Applicable,JC409,"ABC Technologies, XYZ Systems",KEYS-OSCI-093,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC409,JC Bose Block,Digital Multimeter,https://drive.google.com/file/d/1PO_EXAMPLE_094/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 10,incharge.jc409@srmap.edu.in,2026-09-30,2026-07-31,2024-10-15,379000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000094,Digital Multimeter,Digital Multimeter,Asset,Civil Engineering,Capital Asset,SRMAP Standard,DIGI-194,VEN-00194,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC409,1 Nos.,Yes,Not Applicable,JC409,"ABC Technologies, XYZ Systems",SRMA-DIGI-094,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC409,JC Bose Block,Power Supply,https://drive.google.com/file/d/1PO_EXAMPLE_095/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 11,incharge.jc409@srmap.edu.in,2026-09-30,2026-07-31,2024-11-15,382500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000095,Power Supply,Power Supply,Asset,Civil Engineering,Capital Asset,Keysight,POWE-195,VEN-00195,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC409,1 Nos.,Yes,Not Applicable,JC409,"ABC Technologies, XYZ Systems",KEYS-POWE-095,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC410,JC Bose Block,Projector,https://drive.google.com/file/d/1PO_EXAMPLE_096/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 12,incharge.jc410@srmap.edu.in,2026-09-30,2026-07-31,2024-12-15,386000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000096,Projector,Projector,Asset,Civil Engineering,Capital Asset,Dell,PROJ-196,VEN-00196,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC410,1 Nos.,Yes,Not Applicable,JC410,"ABC Technologies, XYZ Systems",DELL-PROJ-096,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC410,JC Bose Block,Desktop Computer,https://drive.google.com/file/d/1PO_EXAMPLE_097/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 1,incharge.jc410@srmap.edu.in,2026-09-30,2026-07-31,2024-01-15,389500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000097,Desktop Computer,Desktop Computer,Asset,Civil Engineering,Capital Asset,Dell,DESK-197,VEN-00197,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC410,1 Nos.,Yes,Not Applicable,JC410,"ABC Technologies, XYZ Systems",DELL-DESK-097,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC410,JC Bose Block,UPS,https://drive.google.com/file/d/1PO_EXAMPLE_098/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 2,incharge.jc410@srmap.edu.in,2026-09-30,2026-07-31,2024-02-15,393000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000098,UPS,UPS,Asset,Civil Engineering,Capital Asset,Dell,UPS-198,VEN-00198,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC410,1 Nos.,Yes,Not Applicable,JC410,"ABC Technologies, XYZ Systems",DELL-UPS-098,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC410,JC Bose Block,Network Switch,https://drive.google.com/file/d/1PO_EXAMPLE_099/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 3,incharge.jc410@srmap.edu.in,2026-09-30,2026-07-31,2024-03-15,396500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000099,Network Switch,Network Switch,Asset,Civil Engineering,Capital Asset,Dell,NETW-199,VEN-00199,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC410,1 Nos.,Yes,Not Applicable,JC410,"ABC Technologies, XYZ Systems",DELL-NETW-099,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC411,JC Bose Block,Lathe Machine,https://drive.google.com/file/d/1PO_EXAMPLE_100/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 4,incharge.jc411@srmap.edu.in,2026-09-30,2026-07-31,2024-04-15,400000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000100,Lathe Machine,Lathe Machine,Asset,Civil Engineering,Capital Asset,Bosch,LATH-200,VEN-00200,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC411,1 Nos.,Yes,Not Applicable,JC411,"ABC Technologies, XYZ Systems",BOSC-LATH-100,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
